"county","state","party","zagęszczenie_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Powhatan,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Putnam,Florida,Republican,"100 - 200",3836340,2173377,Republikanie
Putnam,Florida,Democrat,"100 - 200",3836340,2173377,Republikanie
Warren,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Shelby,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
San Bernardino,California,Democrat,"100 - 200",3836340,2173377,Republikanie
Madison,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Watauga,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Cullman,Alabama,Republican,"100 - 200",3836340,2173377,Republikanie
Cherokee,South Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Pima,Arizona,Democrat,"100 - 200",3836340,2173377,Republikanie
Wayne,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Florence,South Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Murray,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Faulkner,Arkansas,Democrat,"100 - 200",3836340,2173377,Republikanie
Pasquotank,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Putnam,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Marshall,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Lawrence,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Butte,California,Republican,"100 - 200",3836340,2173377,Republikanie
Marshall,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Dickson,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Collier,Florida,Democrat,"100 - 200",3836340,2173377,Republikanie
Wagoner,Oklahoma,Democrat,"100 - 200",3836340,2173377,Republikanie
Pulaski,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Yamhill,Oregon,Republican,"100 - 200",3836340,2173377,Republikanie
Lowndes,Mississippi,Democrat,"100 - 200",3836340,2173377,Republikanie
McLean,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Coffee,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Queen Anne's,Maryland,Republican,"100 - 200",3836340,2173377,Republikanie
Wayne,New York,Democrat,"100 - 200",3836340,2173377,Republikanie
Sutter,California,Democrat,"100 - 200",3836340,2173377,Republikanie
Franklin,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Athens,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Van Buren,Michigan,Republican,"100 - 200",3836340,2173377,Republikanie
Hoke,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Tangipahoa,Louisiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Saline,Arkansas,Republican,"100 - 200",3836340,2173377,Republikanie
Seneca,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Henry,Indiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Ross,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Hunt,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
St. Charles,Louisiana,Republican,"100 - 200",3836340,2173377,Republikanie
Kootenai,Idaho,Democrat,"100 - 200",3836340,2173377,Republikanie
Walworth,Wisconsin,Democrat,"100 - 200",3836340,2173377,Republikanie
Jefferson,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Woodford,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Manitowoc,Wisconsin,Republican,"100 - 200",3836340,2173377,Republikanie
Prince George,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Edgecombe,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Caldwell,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Canadian,Oklahoma,Democrat,"100 - 200",3836340,2173377,Republikanie
Comal,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Watauga,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Comal,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
Florence,South Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Armstrong,Pennsylvania,Democrat,"100 - 200",3836340,2173377,Republikanie
Kings,California,Republican,"100 - 200",3836340,2173377,Republikanie
Glynn,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Effingham,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Warrick,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Campbell,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Shelby,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Kauai,Hawaii,Democrat,"100 - 200",3836340,2173377,Republikanie
Clinton,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Orleans,New York,Democrat,"100 - 200",3836340,2173377,Republikanie
White,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Jackson,Mississippi,Republican,"100 - 200",3836340,2173377,Republikanie
El Dorado,California,Democrat,"100 - 200",3836340,2173377,Republikanie
Lauderdale,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Lowndes,Mississippi,Republican,"100 - 200",3836340,2173377,Republikanie
Williamson,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Montgomery,New York,Republican,"100 - 200",3836340,2173377,Republikanie
West Baton Rouge,Louisiana,Republican,"100 - 200",3836340,2173377,Republikanie
Athens,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Scott,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Lapeer,Michigan,Republican,"100 - 200",3836340,2173377,Republikanie
Rockingham,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Queen Anne's,Maryland,Democrat,"100 - 200",3836340,2173377,Republikanie
Mercer,West Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Noble,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Greene,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Putnam,West Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Randall,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
Calhoun,Alabama,Republican,"100 - 200",3836340,2173377,Republikanie
Hancock,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Adams,Indiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Houston,Alabama,Republican,"100 - 200",3836340,2173377,Republikanie
Cayuga,New York,Republican,"100 - 200",3836340,2173377,Republikanie
St. Joseph,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
DeKalb,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Cole,Missouri,Republican,"100 - 200",3836340,2173377,Republikanie
Grundy,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Nelson,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Caldwell,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Lapeer,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Gordon,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Forrest,Mississippi,Democrat,"100 - 200",3836340,2173377,Republikanie
Hawkins,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Oneida,New York,Democrat,"100 - 200",3836340,2173377,Republikanie
Gordon,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Haralson,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
DeKalb,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Marshall,West Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Schuylkill,Pennsylvania,Democrat,"100 - 200",3836340,2173377,Republikanie
Lancaster,South Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Bossier,Louisiana,Republican,"100 - 200",3836340,2173377,Republikanie
Oconee,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Henry,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Salem,New Jersey,Democrat,"100 - 200",3836340,2173377,Republikanie
Madison,Mississippi,Republican,"100 - 200",3836340,2173377,Republikanie
Lancaster,South Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Franklin,Missouri,Democrat,"100 - 200",3836340,2173377,Republikanie
Nassau,Florida,Democrat,"100 - 200",3836340,2173377,Republikanie
Kankakee,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Garland,Arkansas,Democrat,"100 - 200",3836340,2173377,Republikanie
Kauai,Hawaii,Republican,"100 - 200",3836340,2173377,Republikanie
Brunswick,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Kankakee,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
DeKalb,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Fulton,New York,Republican,"100 - 200",3836340,2173377,Republikanie
Talladega,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Larimer,Colorado,Democrat,"100 - 200",3836340,2173377,Republikanie
Caroline,Maryland,Republican,"100 - 200",3836340,2173377,Republikanie
Kaufman,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Sumter,South Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Scotland,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Craighead,Arkansas,Republican,"100 - 200",3836340,2173377,Republikanie
King George,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Boone,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Guadalupe,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
Belmont,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Berkeley,South Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Craven,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Floyd,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Marshall,West Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Hardin,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Albemarle,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Baldwin,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Cheatham,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Rutherford,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Montgomery,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Putnam,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Mercer,Pennsylvania,Republican,"100 - 200",3836340,2173377,Republikanie
Warren,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Fayette,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Jefferson,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Logan,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Pulaski,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Grant,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Macon,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Snyder,Pennsylvania,Democrat,"100 - 200",3836340,2173377,Republikanie
Livingston,Louisiana,Republican,"100 - 200",3836340,2173377,Republikanie
Dodge,Wisconsin,Democrat,"100 - 200",3836340,2173377,Republikanie
Talbot,Maryland,Democrat,"100 - 200",3836340,2173377,Republikanie
Hood,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
Boone,Indiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Eau Claire,Wisconsin,Republican,"100 - 200",3836340,2173377,Republikanie
Craighead,Arkansas,Democrat,"100 - 200",3836340,2173377,Republikanie
Flagler,Florida,Democrat,"100 - 200",3836340,2173377,Republikanie
Wagoner,Oklahoma,Republican,"100 - 200",3836340,2173377,Republikanie
Washington,Oklahoma,Democrat,"100 - 200",3836340,2173377,Republikanie
Maury,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Powhatan,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Yolo,California,Democrat,"100 - 200",3836340,2173377,Republikanie
Allegany,Maryland,Republican,"100 - 200",3836340,2173377,Republikanie
Grundy,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Boone,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Hardin,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Pickens,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Ionia,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Union,Pennsylvania,Republican,"100 - 200",3836340,2173377,Republikanie
Adams,Pennsylvania,Republican,"100 - 200",3836340,2173377,Republikanie
Coles,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Brunswick,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Isabella,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Etowah,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Sumter,Florida,Democrat,"100 - 200",3836340,2173377,Republikanie
Clark,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Hall,Nebraska,Republican,"100 - 200",3836340,2173377,Republikanie
Warrick,Indiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Ector,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Tipton,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Baldwin,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Benton,Washington,Democrat,"100 - 200",3836340,2173377,Republikanie
Hawkins,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Clinton,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Lamar,Mississippi,Republican,"100 - 200",3836340,2173377,Republikanie
Calcasieu,Louisiana,Republican,"100 - 200",3836340,2173377,Republikanie
Boyle,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Cass,Michigan,Republican,"100 - 200",3836340,2173377,Republikanie
Bowie,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Sandusky,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Cass,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Belmont,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Rhea,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Jackson,Illinois,Republican,"100 - 200",3836340,2173377,Republikanie
Moore,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Benton,Oregon,Republican,"100 - 200",3836340,2173377,Republikanie
Mifflin,Pennsylvania,Democrat,"100 - 200",3836340,2173377,Republikanie
Merced,California,Republican,"100 - 200",3836340,2173377,Republikanie
Habersham,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Christian,Kentucky,Republican,"100 - 200",3836340,2173377,Republikanie
Story,Iowa,Democrat,"100 - 200",3836340,2173377,Republikanie
Limestone,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Dickson,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Kern,California,Republican,"100 - 200",3836340,2173377,Republikanie
Mercer,West Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Orleans,New York,Republican,"100 - 200",3836340,2173377,Republikanie
Montour,Pennsylvania,Republican,"100 - 200",3836340,2173377,Republikanie
McMinn,Tennessee,Republican,"100 - 200",3836340,2173377,Republikanie
Fond du Lac,Wisconsin,Republican,"100 - 200",3836340,2173377,Republikanie
Rockingham,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Grayson,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Murray,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Wilson,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
LaPorte,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Livingston,New York,Republican,"100 - 200",3836340,2173377,Republikanie
Eaton,Michigan,Republican,"100 - 200",3836340,2173377,Republikanie
Troup,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Nevada,California,Democrat,"100 - 200",3836340,2173377,Republikanie
Hall,Nebraska,Democrat,"100 - 200",3836340,2173377,Republikanie
Morgan,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Steuben,Indiana,Democrat,"100 - 200",3836340,2173377,Republikanie
Parker,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Clinton,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Prince George,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Midland,Michigan,Republican,"100 - 200",3836340,2173377,Republikanie
Marshall,Indiana,Republican,"100 - 200",3836340,2173377,Republikanie
Dubuque,Iowa,Democrat,"100 - 200",3836340,2173377,Republikanie
Habersham,Georgia,Democrat,"100 - 200",3836340,2173377,Republikanie
Gloucester,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Calhoun,Alabama,Democrat,"100 - 200",3836340,2173377,Republikanie
Crawford,Ohio,Republican,"100 - 200",3836340,2173377,Republikanie
Ulster,New York,Democrat,"100 - 200",3836340,2173377,Republikanie
Limestone,Alabama,Republican,"100 - 200",3836340,2173377,Republikanie
Yamhill,Oregon,Democrat,"100 - 200",3836340,2173377,Republikanie
Cape Girardeau,Missouri,Republican,"100 - 200",3836340,2173377,Republikanie
Tuscarawas,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Montour,Pennsylvania,Democrat,"100 - 200",3836340,2173377,Republikanie
Greene,Tennessee,Democrat,"100 - 200",3836340,2173377,Republikanie
Worcester,Maryland,Democrat,"100 - 200",3836340,2173377,Republikanie
Robeson,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Talladega,Alabama,Republican,"100 - 200",3836340,2173377,Republikanie
Anderson,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Shiawassee,Michigan,Democrat,"100 - 200",3836340,2173377,Republikanie
Scioto,Ohio,Democrat,"100 - 200",3836340,2173377,Republikanie
Jackson,Illinois,Democrat,"100 - 200",3836340,2173377,Republikanie
Putnam,West Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Kaufman,Texas,Democrat,"100 - 200",3836340,2173377,Republikanie
Wise,Virginia,Democrat,"100 - 200",3836340,2173377,Republikanie
Comanche,Oklahoma,Republican,"100 - 200",3836340,2173377,Republikanie
Carteret,North Carolina,Republican,"100 - 200",3836340,2173377,Republikanie
Isle of Wight,Virginia,Republican,"100 - 200",3836340,2173377,Republikanie
Peach,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Stephens,Georgia,Republican,"100 - 200",3836340,2173377,Republikanie
Sumter,Florida,Republican,"100 - 200",3836340,2173377,Republikanie
Rogers,Oklahoma,Republican,"100 - 200",3836340,2173377,Republikanie
Surry,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Floyd,Kentucky,Democrat,"100 - 200",3836340,2173377,Republikanie
Yuba,California,Republican,"100 - 200",3836340,2173377,Republikanie
Potter,Texas,Republican,"100 - 200",3836340,2173377,Republikanie
Flagler,Florida,Republican,"100 - 200",3836340,2173377,Republikanie
Robeson,North Carolina,Democrat,"100 - 200",3836340,2173377,Republikanie
Manassas,Virginia,Republican,"1000 +",7079985,11182817,Demokraci
Lehigh,Pennsylvania,Republican,"1000 +",7079985,11182817,Demokraci
New Hanover,North Carolina,Republican,"1000 +",7079985,11182817,Demokraci
DuPage,Illinois,Democrat,"1000 +",7079985,11182817,Demokraci
San Francisco,California,Democrat,"1000 +",7079985,11182817,Demokraci
