"county","state","party","procent_wiek_średni","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Roanoke,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bradley,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cerro Gordo,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lee,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Musselshell,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Morgan,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Okfuskee,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wood,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colbert,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Washington,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Wyoming,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sequatchie,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Piatt,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ohio,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Red River,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crockett,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Edgar,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Poinsett,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Noble,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Skagit,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Florence,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hendry,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hart,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Smyth,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
George,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Casey,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Vermilion,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Haralson,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marinette,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
St. Johns,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sutter,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Macon,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hamblen,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sandusky,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Glascock,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crenshaw,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clark,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Latimer,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Butler,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Red River,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hocking,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Winston,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cheyenne,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Butler,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Moore,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pinellas,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Moore,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,South Dakota,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ripley,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Berrien,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McClain,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Culberson,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Elbert,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pointe Coupee,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ottawa,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Berrien,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Upshur,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Elkhart,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Irion,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wilkinson,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hale,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jackson,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
DeSoto,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Klickitat,Washington,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Benton,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lee,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lee,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lewis,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hale,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Appling,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lee,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Danville,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clinton,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wells,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Madison,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Glynn,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Otero,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Covington,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Placer,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Surry,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Warren,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Asotin,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jackson,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Adair,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clare,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pierce,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Miller,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Manistee,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Harrison,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lancaster,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
White,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
DeSoto,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Piatt,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Montour,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bedford,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greenwood,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Graves,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hawkins,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McIntosh,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fulton,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rush,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carter,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Warren,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
De Witt,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clinton,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cumberland,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bradford,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Essex,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Acadia,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wyandot,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
St. Helena,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Floyd,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Saline,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wabash,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Campbell,South Dakota,Republican,"58 - 60 %",3893375,1958601,Republikanie
Montour,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sutton,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Scott,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Otsego,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Waynesboro,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dillon,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bedford,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Saline,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Okeechobee,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lee,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Andrew,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Roane,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
McDuffie,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Orange,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Custer,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Iron,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ralls,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
McKinley,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mora,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Houston,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Covington,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stephens,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bacon,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Okfuskee,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Panola,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Andrews,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Alpine,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Iowa,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Crittenden,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hall,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
White,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Alcorn,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wetzel,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mayes,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Putnam,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Warren,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sutter,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Delaware,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tipton,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Delaware,New York,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sampson,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Morehouse,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Meriwether,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ogle,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clinch,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Van Wert,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Dyer,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marengo,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Kalkaska,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ashley,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
McCracken,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Winston,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mariposa,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Obion,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dillon,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pike,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pike,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Kewaunee,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cherokee,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Suwannee,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Appomattox,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bureau,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sheridan,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jackson,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Delaware,New York,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Calhoun,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Poquoson,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Benton,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hughes,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Powder River,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Brevard,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ashley,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Oregon,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Stillwater,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clay,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clay,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Oldham,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Evangeline,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Washington,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Menominee,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sheridan,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Rio Arriba,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Colusa,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Spencer,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Klickitat,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sanilac,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Walton,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shoshone,Idaho,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Emmet,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Atascosa,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wolfe,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cook,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carter,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Custer,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Delta,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Livingston,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McIntosh,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Greenwood,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fentress,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Storey,Nevada,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tehama,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ripley,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tallapoosa,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Otsego,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sequoyah,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Mercer,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jackson,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Barren,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pike,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Maries,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wabash,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Brown,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colbert,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hockley,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
DeKalb,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pueblo,Colorado,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Park,Wyoming,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pulaski,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rapides,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
St. Joseph,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Braxton,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Uinta,Wyoming,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ballard,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Atoka,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Blount,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Logan,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Washington,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Unicoi,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Knox,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lake,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hamilton,New York,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Spalding,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Barron,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wabash,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Culberson,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Churchill,Nevada,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Brooks,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tulare,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
New Madrid,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Defiance,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Butler,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Caldwell,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Perry,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carteret,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Taylor,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Campbell,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Menard,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hardin,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Irion,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Suwannee,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tipton,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Delaware,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stephens,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clinch,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Greenup,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Miller,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Logan,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Taylor,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sanilac,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Obion,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carter,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Rio Arriba,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sully,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Panola,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jefferson,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Warren,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hopewell,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Guernsey,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Gibson,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Smith,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Huron,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
St. Helena,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Madison,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stephens,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mahaska,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Glenn,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shannon,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Arkansas,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Terrell,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Daviess,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Simpson,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Holmes,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Poinsett,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Randolph,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Henderson,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Barnwell,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Henry,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Saguache,Colorado,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Malheur,Oregon,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cook,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Noxubee,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Washington,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tippah,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fremont,Wyoming,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mercer,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tehama,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Webster,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hutchinson,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Volusia,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Liberty,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clay,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lowndes,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lewis,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Craig,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Maries,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Putnam,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Klamath,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Burke,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sullivan,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wolfe,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Parmer,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Montgomery,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Osage,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Blanco,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Defiance,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cullman,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Buffalo,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Kent,Maryland,Republican,"58 - 60 %",3893375,1958601,Republikanie
