"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Iowa,Butler,Republican,55.4,910
Texas,Harrison,Republican,60.2,10029
California,Mendocino,Republican,59.2,2155
West Virginia,Hancock,Republican,60.0,2880
Oregon,Gilliam,Republican,56.1,316
Oregon,Yamhill,Republican,61.1,11227
Florida,Levy,Republican,57.3,6270
Florida,Citrus,Republican,49.8,26794
Maryland,Garrett,Republican,60.2,5925
New Mexico,Eddy,Republican,59.8,4079
Virginia,Clarke,Republican,60.5,2495
California,Shasta,Republican,59.2,17508
Ohio,Tuscarawas,Republican,59.2,14302
Mississippi,Jones,Republican,58.9,11794
New Jersey,Camden,Republican,62.5,17728
Mississippi,Webster,Republican,59.2,2302
Michigan,Van Buren,Republican,59.8,8890
Georgia,Sumter,Republican,61.2,2969
Wisconsin,Wood,Republican,59.5,15640
Georgia,Upson,Republican,59.8,3871
Maryland,Harford,Republican,62.4,34458
Georgia,Decatur,Republican,59.9,3092
California,Kern,Republican,60.7,41686
Indiana,Cass,Republican,59.7,6714
Ohio,Paulding,Republican,59.1,3983
Tennessee,Claiborne,Republican,61.9,3682
Michigan,Gladwin,Republican,55.6,3670
New Jersey,Burlington,Republican,62.7,26990
Virginia,Westmoreland,Republican,57.8,2034
California,El Dorado,Republican,61.1,21329
Missouri,Barry,Republican,56.8,6874
Ohio,Allen,Republican,60.8,20055
Wisconsin,Trempealeau,Republican,58.7,4722
Oklahoma,Marshall,Republican,55.3,1176
West Virginia,Putnam,Republican,60.5,7916
Nebraska,Garden,Republican,54.7,455
New Mexico,DeBaca,Republican,54.4,185
Missouri,Monroe,Republican,56.6,1580
Iowa,Adair,Republican,55.8,405
Nebraska,Cedar,Republican,54.2,1292
Oregon,Wallowa,Republican,55.0,1669
Iowa,Story,Republican,72.2,7525
Indiana,Martin,Republican,59.7,2221
Iowa,Jefferson,Republican,64.4,848
Texas,Collingsworth,Republican,54.2,555
Oregon,Union,Republican,59.4,4160
Pennsylvania,Sullivan,Republican,60.8,1266
Oklahoma,Kay,Republican,56.8,6287
Ohio,Muskingum,Republican,60.0,14909
Mississippi,Yazoo,Republican,63.4,2710
Ohio,Van Wert,Republican,58.5,6826
Louisiana,Terrebonne,Republican,61.8,6701
Alabama,Marion,Republican,58.7,6448
Ohio,Meigs,Republican,60.3,4824
Ohio,Vinton,Republican,61.3,2055
Wisconsin,Washburn,Republican,56.6,3728
Wisconsin,Sauk,Republican,60.0,10793
Oregon,Sherman,Republican,57.2,383
Virginia,Greensville,Republican,67.4,689
Texas,Glasscock,Republican,59.7,392
Kentucky,Clinton,Republican,59.0,1418
Tennessee,Sullivan,Republican,59.8,22196
Mississippi,Quitman,Republican,60.1,390
Michigan,Leelanau,Republican,54.9,4566
Missouri,Linn,Republican,56.0,2067
Missouri,St. Louis City,Republican,68.3,13425
Florida,Lee,Republican,55.0,103372
