"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
Shelby,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Livingston,Missouri,Republican,"1 - 2 tyś",1470473,804302
Allamakee,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Buckingham,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Otoe,Nebraska,Republican,"1 - 2 tyś",1470473,804302
Glades,Florida,Democrat,"1 - 2 tyś",1470473,804302
Buffalo,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Jay,Indiana,Republican,"1 - 2 tyś",1470473,804302
Craig,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
Glenn,California,Democrat,"1 - 2 tyś",1470473,804302
Butte,South Dakota,Republican,"1 - 2 tyś",1470473,804302
Ontonagon,Michigan,Republican,"1 - 2 tyś",1470473,804302
Washburn,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Custer,South Dakota,Republican,"1 - 2 tyś",1470473,804302
Patrick,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Yancey,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
Washington,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Jackson,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Atoka,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
McCreary,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Casey,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Bienville,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Dakota,Nebraska,Democrat,"1 - 2 tyś",1470473,804302
Perry,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Idaho County,Idaho,Republican,"1 - 2 tyś",1470473,804302
Deer Lodge,Montana,Republican,"1 - 2 tyś",1470473,804302
Ohio,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
La Vaca,Texas,Republican,"1 - 2 tyś",1470473,804302
Randolph,Alabama,Republican,"1 - 2 tyś",1470473,804302
Anson,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
Conecuh,Alabama,Republican,"1 - 2 tyś",1470473,804302
Stone,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Appomattox,Virginia,Republican,"1 - 2 tyś",1470473,804302
Sussex,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Copiah,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Webster,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Audrain,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Webster,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Russell,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Minnehaha,South Dakota,Republican,"10 - 20 tyś",4927317,3715675
St. Tammany,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Yolo,California,Republican,"10 - 20 tyś",4927317,3715675
Rock,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Leon,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Arkansas,Republican,"10 - 20 tyś",4927317,3715675
Hays,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Chautauqua,New York,Republican,"10 - 20 tyś",4927317,3715675
Dona Ana,New Mexico,Republican,"10 - 20 tyś",4927317,3715675
Howard,Maryland,Republican,"10 - 20 tyś",4927317,3715675
Baldwin,Alabama,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Utah,Democrat,"10 - 20 tyś",4927317,3715675
Forsyth,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Caddo,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Utah,Republican,"10 - 20 tyś",4927317,3715675
Randolph,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Albany,New York,Democrat,"10 - 20 tyś",4927317,3715675
Delaware,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Albany,New York,Republican,"10 - 20 tyś",4927317,3715675
Spotsylvania,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Guadalupe,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Jackson,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Sebastian,Arkansas,Republican,"10 - 20 tyś",4927317,3715675
Washington,Tennessee,Democrat,"10 - 20 tyś",4927317,3715675
Berkeley,West Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Schenectady,New York,Republican,"10 - 20 tyś",4927317,3715675
Lafayette,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Staten Island,New York,Democrat,"10 - 20 tyś",4927317,3715675
Cowlitz,Washington,Democrat,"10 - 20 tyś",4927317,3715675
Ulster,New York,Democrat,"10 - 20 tyś",4927317,3715675
Yellowstone,Montana,Democrat,"10 - 20 tyś",4927317,3715675
Fayette,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Howard,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Alamance,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
New Hanover,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Dutchess,New York,Democrat,"10 - 20 tyś",4927317,3715675
Johnson,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Mahoning,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Brown,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Vanderburgh,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Kenton,Kentucky,Republican,"10 - 20 tyś",4927317,3715675
Hendricks,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Jefferson,Texas,Republican,"10 - 20 tyś",4927317,3715675
York,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Parker,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Lebanon,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Anderson,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Bossier,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Portsmouth,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Madison,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Blount,Tennessee,Republican,"10 - 20 tyś",4927317,3715675
Lake,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Cameron,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Utah,Utah,Republican,"10 - 20 tyś",4927317,3715675
Calhoun,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Rensselaer,New York,Republican,"10 - 20 tyś",4927317,3715675
Yolo,California,Democrat,"10 - 20 tyś",4927317,3715675
Butler,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Kanawha,West Virginia,Republican,"10 - 20 tyś",4927317,3715675
York,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Lee,Alabama,Republican,"10 - 20 tyś",4927317,3715675
Sumner,Tennessee,Democrat,"10 - 20 tyś",4927317,3715675
Saratoga,New York,Democrat,"10 - 20 tyś",4927317,3715675
Calhoun,Alabama,Republican,"10 - 20 tyś",4927317,3715675
Peoria,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Merced,California,Democrat,"10 - 20 tyś",4927317,3715675
Lackawanna,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Hudson,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Smith,Texas,Republican,"10 - 20 tyś",4927317,3715675
Mesa,Colorado,Democrat,"10 - 20 tyś",4927317,3715675
McLean,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Kalamazoo,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Garland,Arkansas,Republican,"10 - 20 tyś",4927317,3715675
Kenton,Kentucky,Democrat,"10 - 20 tyś",4927317,3715675
Lycoming,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Henry,Georgia,Republican,"10 - 20 tyś",4927317,3715675
St. Johns,Florida,Republican,"10 - 20 tyś",4927317,3715675
Lubbock,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Winnebago,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Linn,Iowa,Republican,"10 - 20 tyś",4927317,3715675
Cherokee,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Columbia,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Kootenai,Idaho,Democrat,"10 - 20 tyś",4927317,3715675
Iredell,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Suffolk,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Hall,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Indian River,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Delaware,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Shasta,California,Democrat,"10 - 20 tyś",4927317,3715675
Mahoning,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Scott,Iowa,Democrat,"10 - 20 tyś",4927317,3715675
Highlands,Florida,Republican,"10 - 20 tyś",4927317,3715675
Pennington,South Dakota,Republican,"10 - 20 tyś",4927317,3715675
St. Louis City,Missouri,Democrat,"10 - 20 tyś",4927317,3715675
Sumter,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Skagit,Washington,Democrat,"10 - 20 tyś",4927317,3715675
McHenry,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Ingham,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Island,Washington,Republican,"10 - 20 tyś",4927317,3715675
Alachua,Florida,Republican,"10 - 20 tyś",4927317,3715675
Butte,California,Republican,"10 - 20 tyś",4927317,3715675
Island,Washington,Democrat,"10 - 20 tyś",4927317,3715675
Yuma,Arizona,Republican,"10 - 20 tyś",4927317,3715675
New Hanover,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Rensselaer,New York,Democrat,"10 - 20 tyś",4927317,3715675
Baldwin,Alabama,Republican,"10 - 20 tyś",4927317,3715675
Flagler,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Clark,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Saline,Arkansas,Republican,"10 - 20 tyś",4927317,3715675
Berrien,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Ottawa,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Tennessee,Republican,"10 - 20 tyś",4927317,3715675
Jackson,Mississippi,Democrat,"10 - 20 tyś",4927317,3715675
Shasta,California,Republican,"10 - 20 tyś",4927317,3715675
Pennington,South Dakota,Democrat,"10 - 20 tyś",4927317,3715675
Santa Cruz,California,Republican,"10 - 20 tyś",4927317,3715675
Chautauqua,New York,Democrat,"10 - 20 tyś",4927317,3715675
Portage,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Deschutes,Oregon,Democrat,"10 - 20 tyś",4927317,3715675
Benton,Washington,Republican,"10 - 20 tyś",4927317,3715675
Elkhart,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Benton,Washington,Democrat,"10 - 20 tyś",4927317,3715675
Alexandria,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Cambria,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Atlantic,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Hinds,Mississippi,Democrat,"10 - 20 tyś",4927317,3715675
Porter,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
McHenry,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Frederick,Maryland,Republican,"10 - 20 tyś",4927317,3715675
Douglas,Oregon,Republican,"10 - 20 tyś",4927317,3715675
Rutherford,Tennessee,Republican,"10 - 20 tyś",4927317,3715675
Kootenai,Idaho,Republican,"10 - 20 tyś",4927317,3715675
Cascade,Montana,Republican,"10 - 20 tyś",4927317,3715675
Highlands,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Benton,Arkansas,Democrat,"10 - 20 tyś",4927317,3715675
Sarpy,Nebraska,Democrat,"10 - 20 tyś",4927317,3715675
Carroll,Maryland,Republican,"10 - 20 tyś",4927317,3715675
Alachua,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Utah,Utah,Democrat,"10 - 20 tyś",4927317,3715675
Atlantic,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Wichita,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Warren,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Leon,Florida,Republican,"10 - 20 tyś",4927317,3715675
Lebanon,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Santa Cruz,California,Democrat,"10 - 20 tyś",4927317,3715675
Muskegon,Michigan,Republican,"10 - 20 tyś",4927317,3715675
McLennan,Texas,Republican,"10 - 20 tyś",4927317,3715675
Livingston,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Bibb,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Boulder,Colorado,Democrat,"10 - 20 tyś",4927317,3715675
Monroe,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Scott,Iowa,Republican,"10 - 20 tyś",4927317,3715675
Kenosha,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Gloucester,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Spotsylvania,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Union,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Deschutes,Oregon,Republican,"10 - 20 tyś",4927317,3715675
Houston,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Lycoming,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Davidson,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Richmond City,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Linn,Oregon,Republican,"10 - 20 tyś",4927317,3715675
Tulare,California,Republican,"10 - 20 tyś",4927317,3715675
Calhoun,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Sullivan,Tennessee,Democrat,"10 - 20 tyś",4927317,3715675
Rockland,New York,Republican,"10 - 20 tyś",4927317,3715675
Lafayette,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Jackson,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
St. Tammany,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Henderson,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Trumbull,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Racine,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Linn,Oregon,Democrat,"10 - 20 tyś",4927317,3715675
Jefferson,New York,Democrat,"10 - 20 tyś",4927317,3715675
Humboldt,California,Republican,"10 - 20 tyś",4927317,3715675
Pueblo,Colorado,Democrat,"10 - 20 tyś",4927317,3715675
Coweta,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Rock Island,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Gloucester,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Rowan,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Porter,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Suffolk,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Warren,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Elkhart,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Stafford,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Columbiana,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Liberty,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Fayette,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Portage,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Jefferson,New York,Republican,"10 - 20 tyś",4927317,3715675
Clayton,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Johnston,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Franklin,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Wayne,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Ingham,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Racine,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Hamilton,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Rapides,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Niagara,New York,Democrat,"10 - 20 tyś",4927317,3715675
Ulster,New York,Republican,"10 - 20 tyś",4927317,3715675
St. Clair,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Bossier,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Washtenaw,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Mercer,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Craven,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Lake,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Oneida,New York,Republican,"10 - 20 tyś",4927317,3715675
Greene,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Rock,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Yakima,Washington,Republican,"10 - 20 tyś",4927317,3715675
Hall,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Martin,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Lackawanna,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Maryland,Republican,"10 - 20 tyś",4927317,3715675
St. Louis City,Missouri,Republican,"10 - 20 tyś",4927317,3715675
Dona Ana,New Mexico,Democrat,"10 - 20 tyś",4927317,3715675
Paulding,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Champaign,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Flagler,Florida,Republican,"10 - 20 tyś",4927317,3715675
Richland,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Hawaii,Hawaii,Democrat,"10 - 20 tyś",4927317,3715675
Moore,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Cameron,Texas,Republican,"10 - 20 tyś",4927317,3715675
Taylor,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Gaston,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Saline,Arkansas,Democrat,"10 - 20 tyś",4927317,3715675
Brunswick,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Fairfield,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Somerset,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Outagamie,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Josephine,Oregon,Republican,"10 - 20 tyś",4927317,3715675
Shelby,Alabama,Democrat,"10 - 20 tyś",4927317,3715675
Passaic,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Sarpy,Nebraska,Republican,"10 - 20 tyś",4927317,3715675
Outagamie,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Butler,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Broome,New York,Republican,"10 - 20 tyś",4927317,3715675
Kings,California,Democrat,"10 - 20 tyś",4927317,3715675
Randolph,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Craven,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Comal,Texas,Republican,"10 - 20 tyś",4927317,3715675
Saginaw,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Johnston,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Comal,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Bibb,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Liberty,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Rutherford,Tennessee,Democrat,"10 - 20 tyś",4927317,3715675
Clark,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Franklin,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Fayette,Kentucky,Democrat,"10 - 20 tyś",4927317,3715675
Laramie,Wyoming,Democrat,"10 - 20 tyś",4927317,3715675
Alexandria,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Sumner,Tennessee,Republican,"10 - 20 tyś",4927317,3715675
Sangamon,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Ottawa,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Mercer,New Jersey,Democrat,"10 - 20 tyś",4927317,3715675
Clay,Missouri,Republican,"10 - 20 tyś",4927317,3715675
Orleans,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Forsyth,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Rockland,New York,Democrat,"10 - 20 tyś",4927317,3715675
Somerset,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Cochise,Arizona,Democrat,"10 - 20 tyś",4927317,3715675
McLennan,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Gaston,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Durham,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Skagit,Washington,Republican,"10 - 20 tyś",4927317,3715675
Columbiana,Ohio,Republican,"10 - 20 tyś",4927317,3715675
St. Joseph,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Marin,California,Republican,"10 - 20 tyś",4927317,3715675
Washington,Arkansas,Democrat,"10 - 20 tyś",4927317,3715675
Washington,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Rock Island,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Sandoval,New Mexico,Republican,"10 - 20 tyś",4927317,3715675
Hinds,Mississippi,Republican,"10 - 20 tyś",4927317,3715675
Staten Island,New York,Republican,"10 - 20 tyś",4927317,3715675
Tuscaloosa,Alabama,Republican,"10 - 20 tyś",4927317,3715675
Saginaw,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Washtenaw,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Comanche,Oklahoma,Democrat,"10 - 20 tyś",4927317,3715675
Licking,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Maui,Hawaii,Republican,"10 - 20 tyś",4927317,3715675
Sebastian,Arkansas,Democrat,"10 - 20 tyś",4927317,3715675
Cochise,Arizona,Republican,"10 - 20 tyś",4927317,3715675
Sullivan,Tennessee,Republican,"10 - 20 tyś",4927317,3715675
Weld,Colorado,Democrat,"10 - 20 tyś",4927317,3715675
Moore,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Hamilton,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Lancaster,Nebraska,Republican,"10 - 20 tyś",4927317,3715675
Kenosha,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Canyon,Idaho,Democrat,"10 - 20 tyś",4927317,3715675
Ouachita,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Caddo,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Saratoga,New York,Republican,"10 - 20 tyś",4927317,3715675
Cowlitz,Washington,Republican,"10 - 20 tyś",4927317,3715675
Trumbull,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Rapides,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Martin,Florida,Republican,"10 - 20 tyś",4927317,3715675
Calcasieu,Louisiana,Democrat,"10 - 20 tyś",4927317,3715675
Lancaster,Nebraska,Democrat,"10 - 20 tyś",4927317,3715675
Cherokee,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Aiken,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Jefferson,Missouri,Republican,"10 - 20 tyś",4927317,3715675
Nevada,California,Democrat,"10 - 20 tyś",4927317,3715675
Jefferson,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Stafford,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Madison,Indiana,Republican,"10 - 20 tyś",4927317,3715675
St. Mary's,Maryland,Republican,"10 - 20 tyś",4927317,3715675
Santa Fe,New Mexico,Democrat,"10 - 20 tyś",4927317,3715675
Hawaii,Hawaii,Republican,"10 - 20 tyś",4927317,3715675
Sumter,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Kent,Delaware,Republican,"10 - 20 tyś",4927317,3715675
Humboldt,California,Democrat,"10 - 20 tyś",4927317,3715675
Paulding,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Clermont,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Anderson,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Iredell,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Marin,California,Democrat,"10 - 20 tyś",4927317,3715675
Richland,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Brunswick,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Livingston,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Beaver,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Santa Fe,New Mexico,Republican,"10 - 20 tyś",4927317,3715675
Oneida,New York,Democrat,"10 - 20 tyś",4927317,3715675
Champaign,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Yellowstone,Montana,Republican,"10 - 20 tyś",4927317,3715675
Minnehaha,South Dakota,Democrat,"10 - 20 tyś",4927317,3715675
Sandoval,New Mexico,Democrat,"10 - 20 tyś",4927317,3715675
Charles,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Josephine,Oregon,Democrat,"10 - 20 tyś",4927317,3715675
Shelby,Alabama,Republican,"10 - 20 tyś",4927317,3715675
Catawba,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Monroe,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Henderson,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Clermont,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Beaver,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Cambria,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Nevada,California,Republican,"10 - 20 tyś",4927317,3715675
Carroll,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Winnebago,Wisconsin,Democrat,"10 - 20 tyś",4927317,3715675
Richmond City,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Smith,Texas,Democrat,"10 - 20 tyś",4927317,3715675
Wichita,Texas,Republican,"10 - 20 tyś",4927317,3715675
Durham,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Clayton,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Fayette,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Berrien,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
DeSoto,Mississippi,Democrat,"10 - 20 tyś",4927317,3715675
Sumter,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Passaic,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Alamance,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Henry,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Benton,Arkansas,Republican,"10 - 20 tyś",4927317,3715675
Schuylkill,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Cabarrus,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Frederick,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Medina,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Tazewell,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Vanderburgh,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Maui,Hawaii,Democrat,"10 - 20 tyś",4927317,3715675
Hardin,Kentucky,Democrat,"10 - 20 tyś",4927317,3715675
Garland,Arkansas,Democrat,"10 - 20 tyś",4927317,3715675
Hardin,Kentucky,Republican,"10 - 20 tyś",4927317,3715675
Parker,Texas,Republican,"10 - 20 tyś",4927317,3715675
DeSoto,Mississippi,Republican,"10 - 20 tyś",4927317,3715675
Calcasieu,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Broome,New York,Democrat,"10 - 20 tyś",4927317,3715675
Mercer,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Rowan,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Tuscaloosa,Alabama,Democrat,"10 - 20 tyś",4927317,3715675
Kent,Delaware,Democrat,"10 - 20 tyś",4927317,3715675
Charles,Maryland,Republican,"10 - 20 tyś",4927317,3715675
Dorchester,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
