"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Henry,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Ross,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Belmont,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Garland,Arkansas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Darke,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Tuscarawas,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Carbon,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pike,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lee,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lea,New Mexico,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Warrick,Indiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Christian,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Daviess,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lamar,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Darlington,South Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Ogle,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lee,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lauderdale,Mississippi,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lonoke,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Carter,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Madison,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Island,Washington,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Erie,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Polk,Oregon,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Wayne,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Chemung,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Jackson,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Union,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Roanoke City,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Warren,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Montcalm,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,West Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Henry,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Dougherty,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Coffee,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Coryell,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Limestone,Alabama,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Wicomico,Maryland,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Salem,New Jersey,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Portage,Wisconsin,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Mendocino,California,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Whiteside,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Henry,Illinois,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Dodge,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bradford,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Josephine,Oregon,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Knox,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Rockingham,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Augusta,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Edgecombe,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,West Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Hawkins,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Belmont,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lawrence,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Marshall,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,Arkansas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Genesee,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Johnson,Missouri,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Wagoner,Oklahoma,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Eddy,New Mexico,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Vernon,Louisiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Salem,New Jersey,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Shiawassee,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Rockingham,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Gallatin,Montana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Scioto,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Anderson,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Vermilion,Illinois,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Laurel,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Bullitt,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cullman,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Hancock,Indiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Jones,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Calvert,Maryland,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Rockdale,Georgia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Columbia,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Klamath,Oregon,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,Wisconsin,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lyon,Nevada,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Ogle,Illinois,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bartholomew,Indiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pottawatomie,Oklahoma,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Hunt,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Madison,Mississippi,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
York,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Marion,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pittsylvania,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Boone,Indiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Union,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Granville,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Floyd,Georgia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cumberland,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
McMinn,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Columbia,Florida,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
LeFlore,Oklahoma,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Clearfield,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Ozaukee,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lenawee,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cayuga,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cass,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Campbell,Kentucky,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Dale,Alabama,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Flathead,Montana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lapeer,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
McKinley,New Mexico,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Crittenden,Arkansas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cleveland,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Scioto,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Edgecombe,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Garfield,Oklahoma,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Walker,Georgia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
San Patricio,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Chaves,New Mexico,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Montgomery,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Midland,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Columbia,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Armstrong,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Portage,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Fulton,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Livingston,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Seneca,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Bedford,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Rusk,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Sandusky,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Wood,West Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Erie,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Yamhill,Oregon,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Dallas,Iowa,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Rockingham,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Acadia,Louisiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Howard,Indiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Muskingum,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lauderdale,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Isabella,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Creek,Oklahoma,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lincoln,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cass,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Taney,Missouri,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Wood,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Nacogdoches,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Tooele,Utah,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Venango,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Anderson,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Midland,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Coryell,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Highlands,Florida,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
St. Croix,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Walker,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Dale,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Coos,Oregon,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Broomfield,Colorado,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Limestone,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Athens,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Monroe,Florida,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pike,Kentucky,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Pearl River,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Nassau,Florida,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Marshall,Alabama,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Adams,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Darke,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Pike,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Watauga,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Iberia,Louisiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Umatilla,Oregon,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Grant,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Glynn,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pulaski,Missouri,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Clearfield,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Hall,Nebraska,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Crawford,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Franklin,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Gila,Arizona,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cherokee,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Grant,Wisconsin,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Darlington,South Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bowie,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Sevier,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Mason,Washington,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Tioga,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Franklin,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Taney,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Indiana,Pennsylvania,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Forrest,Mississippi,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
St. Charles,Louisiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Muskogee,Oklahoma,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Somerset,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cass,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Watauga,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Jackson,Alabama,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Forrest,Mississippi,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
White,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Natrona,Wyoming,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Tuscarawas,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Clallam,Washington,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Marion,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Huron,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Roane,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Orange,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Herkimer,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Clallam,Washington,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Wayne,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Roanoke,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Raleigh,West Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Chatham,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Vermilion,Louisiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Walker,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Floyd,Indiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Wilson,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Christian,Kentucky,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Chelan,Washington,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Warren,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Twin Falls,Idaho,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Jackson,Georgia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cleveland,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Grant,Indiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Payne,Oklahoma,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Halifax,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cape Girardeau,Missouri,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Harrison,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bastrop,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Benton,Oregon,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Liberty,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Boone,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Buchanan,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Hawkins,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Eau Claire,Wisconsin,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Kershaw,South Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Garland,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
St. Charles,Louisiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Pottawattamie,Iowa,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Pope,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Clinton,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Clinton,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Robertson,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Manitowoc,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Troup,Georgia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
San Benito,California,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Polk,Oregon,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Victoria,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Muskingum,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Greenwood,South Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Washington,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Henderson,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Josephine,Oregon,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
St. Francois,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Apache,Arizona,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Garfield,Colorado,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Barrow,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Greene,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Suffolk,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lamar,Mississippi,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lewis and Clark,Montana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Granville,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Putnam,West Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Harrison,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Indiana,Pennsylvania,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Clinton,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bowie,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Wood,Wisconsin,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Laurel,Kentucky,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Athens,Ohio,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Van Buren,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Wayne,Indiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cascade,Montana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Apache,Arizona,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Knox,Illinois,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Washington,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Rusk,Texas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Orangeburg,South Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Henderson,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
St. Mary,Louisiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Chaves,New Mexico,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Mason,Washington,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Effingham,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cass,Missouri,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Carteret,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Ionia,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
